,상품명,최저가,제조사,브랜드,평점,화면크기,무게,화면추천,무게추천,디자인추천,색상추천,소음추천,사용성추천,발열추천,해상도,램,CPU,GPU
239,MSI 모던 14 B5M-R5,"649,000원",MSI,MSI,별점4.8 / 5,35.56cm(14인치),1.3kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,5500U,라데온 Graphics
240,LG전자 그램16 16ZD90P-GX5LK,"1,259,000원",LG전자,그램16,별점4.8 / 5,40.6cm(16인치),1.19kg,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i5-1135G7,Iris Xe Graphics
241,기가바이트 어로스 15P XD,"1,567,000원",기가바이트,어로스,별점4.9 / 5,39.62cm(15.6인치),2.2kg,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1920x1080(FHD),16GB,i7-11800H,UHD Graphics
242,LG전자 그램16 16Z90Q-EA5WK,"2,051,880원",LG전자,그램16,별점4.8 / 5,40.6cm(16인치),1.285kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i5-1240P,RTX2050
243,LG전자 울트라기어 17U70P-PR5SK,"1,213,990원",LG전자,울트라기어,별점4.8 / 5,43.18cm(17인치),1.95kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,i5-1135G7,지포스 GTX1650 Ti
244,엠피지오 루카스14,"339,000원",엠피지오,엠피지오,별점4.6 / 5,35.81cm(14.1인치),1.22kg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1080(FHD),4GB,N4020,UHD600
245,LG전자 LG그램 16ZD95P-GX50K,"1,258,990원",LG전자,LG그램,별점4.9 / 5,40.6cm(16인치),1.19kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,i5-1155G7,Iris Xe Graphics
246,HP VICTUS 16-e0140AX,"1,049,000원",HP,HP,별점4.9 / 5,40.6cm(16인치),2.46kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,5600H,지포스 RTX3050
247,삼성전자 갤럭시북 플렉스 NT950QCT-A58A,"1,698,990원",삼성전자,갤럭시북 플렉스,별점4.9 / 5,39.62cm(15.6인치),1.52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i5-1035G4,Iris Plus
248,MSI 모던14 B11M-i5 카본 그레이,"657,990원",MSI,MSI,별점4.7 / 5,35.56cm(14인치),1.3kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i5-1155G7,UHD Graphics
249,DELL 인스피론 15 5510 DN5510-UB07KR,"959,050원",DELL,인스피론,별점4.6 / 5,39.62cm(15.6인치),1.63kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i7-11390H,Iris Xe Graphics
250,LG전자 그램14 14ZD90P-GX5BK,"1,186,360원",LG전자,그램14,별점4.8 / 5,35.5cm(14인치),0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,i5-1135G7,Iris Xe Graphics
251,LG전자 그램14 14ZD90Q-GX50K,"1,248,980원",LG전자,그램14,별점5.0 / 5,35.6cm(14인치),0.999kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,i5-1240P,Iris Xe Graphics
252,LG전자 그램15 15ZD90P-GX76K,"1,348,900원",LG전자,그램15,별점4.9 / 5,39.6cm(15.6인치),1.12kg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,i7-1165G7,Iris Xe Graphics
253,LG전자 그램17 17ZD90P-GX7LK,"1,496,000원",LG전자,그램17,별점4.9 / 5,43.1cm(17인치),1.35,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i7-1165G7,Iris Xe Graphics
254,HP 엘리트 드래곤플라이 G2 3E2Q4PA LTE,"2,128,340원",HP,엘리트,별점4.8 / 5,33.78cm(13.3인치),0.99kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3840x2160(4K UHD),엘리트,i7-1165G7,Iris Xe Graphics
255,디클 클릭북 D14 Win11,"299,000원",디클,디클,별점4.7 / 5,35.81cm(14.1인치),1.3kg,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1920x1080(FHD),4GB,N4020,UHD600
256,HP Fury 15 G8 31Z44AV LTE,"2,802,500원",HP,-,-,39.62cm(15.6인치),2.42kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i7-11850H,UHD Graphics
257,HP 16-E1009ax,"1,159,000원",HP,HP,별점5.0 / 5,40.89cm(16.1인치),2.46kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,6800H,지포스 RTX3050 Ti
258,LG전자 그램17 17ZD90P-GX50K,"1,389,890원",LG전자,그램17,별점4.9 / 5,43.1cm(17인치),1.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,i5-1135G7,Iris Xe Graphics
259,LG전자 그램15 15ZD90N-VX50K,"1,344,900원",LG전자,그램15,별점4.8 / 5,39.6cm(15.6인치),1.12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i5-1035G7,Iris Plus
260,삼성전자 갤럭시북 프로 NT950XDB-K71A,"1,678,980원",삼성전자,갤럭시북 프로,별점4.9 / 5,39.62cm(15.6인치),1.05kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i7-1165G7,Iris Xe Graphics
261,ASUS ROG Flow Z13 GZ301ZE-LD165W,"2,436,110원",ASUS,ROG,별점4.8 / 5,34.03cm(13.4인치),1.18kg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1920x1200(WUXGA),16GB,i9-12900H,지포스 RTX3050 Ti
262,ASUS 비보북프로 15 OLED M3500QA-L1073,"686,000원",ASUS,비보북프로,별점4.7 / 5,39.62cm(15.6인치),1.65kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,5600H,라데온 Graphics
263,마이크로소프트 서피스 프로8 8PN-00014,"1,365,000원",마이크로소프트,서피스,별점4.9 / 5,33.02cm(13인치),0.891kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2880x1920,8GB,i5-1135G7,Iris Xe Graphics
264,LG전자 그램360 14TD90Q-GX5PK,"1,599,980원",LG전자,그램360,별점4.5 / 5,35.6cm(14인치),1.23kg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,i5-1240P,Iris Xe Graphics
265,LG전자 그램360 14T90P-GA7DK,"1,589,000원",LG전자,그램360,별점4.8 / 5,35.5cm(14인치),1.25kg,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1920x1200(WUXGA),16GB,i7-1165G7,Iris Xe Graphics
266,ASUS 젠북 UX3402ZA-KM054W,"1,449,000원",ASUS,젠북,별점4.9 / 5,35.56cm(14인치),1.39kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880x1800(WQXGA),16GB,i7-1260P,Iris Xe Graphics
267,ASUS A15 FA507RM-R6725,"1,205,550원",ASUS,-,별점4.8 / 5,39.62cm(15.6인치),2.2kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,6800H,RTX3060
268,기가바이트 AERO 15 OLED KD,"1,820,210원",기가바이트,AERO,별점4.9 / 5,39.62cm(15.6인치),2.2kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3840x2160(4K UHD),16GB,i7-11800H,UHD Graphics
269,삼성전자 노트북5 NT550EBZ-AD1A,"449,000원",삼성전자,노트북5,별점4.7 / 5,39.62cm(15.6인치),1.95kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,3865U,3865U
270,삼성전자 갤럭시북2 프로 NT930XED-KC51S,"1,678,990원",삼성전자,갤럭시북2 프로,별점5.0 / 5,33.78cm(13.3인치),0.87kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i5-1240P,Iris Xe Graphics
271,LG전자 울트라기어 17U70P-PA7SK,"1,659,990원",LG전자,울트라기어,별점4.9 / 5,43.18cm(17인치),1.95kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,i7-1165G7,지포스 GTX1650 Ti
272,삼성전자 오디세이 NT800G5S-XD71A,"1,299,000원",삼성전자,오디세이,별점4.8 / 5,39.62cm(15.6인치),2.62kg,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1920x1080(FHD),8GB,i7-7700HQ(카비레이크),지포스 GTX 1060
273,ASUS F17 FX706HEB-HX113,"997,740원",ASUS,-,별점4.9 / 5,43.94cm(17.3인치),2.6kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1920x1080(FHD),8GB,i5-11400H,UHD Graphics
274,MSI Sword GF66 A11UE 화이트,"1,200,000원",MSI,MSI,별점4.6 / 5,39.62cm(15.6인치),2.25kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i7-11800H,RTX3060
275,Apple 맥북 에어 13형 2020년 M1 CTO 256GB (16GB RAM),"1,493,140원",Apple,Apple,별점4.9 / 5,33.78cm(13.3인치),1.29kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2560x1600(WQXGA),16GB,M1,M1
276,레노버 리전 LEGION 5i Pro 16ITH I7 STORM 3060,"1,698,000원",레노버,리전,별점4.6 / 5,40.6cm(16인치),2.6kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i7-11800H,RTX3060
277,LG전자 울트라PC 15UD50N-LX20K,"451,000원",LG전자,울트라PC,별점4.8 / 5,39.62cm(15.6인치),1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,G6405U,UHD Graphics
278,LG전자 울트라PC 엣지 16U70Q-GA56K,"1,238,000원",LG전자,울트라PC 엣지,별점4.8 / 5,40.6cm(16인치),1.6kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,5625U,라데온 Graphics
279,LG전자 그램17 17ZD90N-VX70K,"1,599,990원",LG전자,그램17,별점4.8 / 5,43.1cm(17인치),1.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,i7-1065G7,Iris Plus
280,삼성전자 삼성 NT950XED-KC51G,"1,576,820원",삼성전자,삼성,별점4.7 / 5,39.62cm(15.6인치),1.11kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i5-1240P,Iris Xe Graphics
281,LG전자 그램360 14T90P-GAF6K,"1,298,990원",LG전자,그램360,별점4.8 / 5,35.5cm(14인치),1.25kg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1200(WUXGA),16GB,i5-1135G7,Iris Xe Graphics
282,레노버 아이디어패드 Slim3-15ARE R5,"549,000원",레노버,아이디어패드,별점4.7 / 5,39.62cm(15.6인치),1.65kg,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1920x1080(FHD),4GB,4500U,라데온 Graphics
283,주연테크 리오나인 젠 L8CS37,"1,599,000원",주연테크,주연테크,별점4.8 / 5,43.94cm(17.3인치),2.5kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,5800H,라데온 Vega 7
284,LG전자 LG그램 14ZD95P-GX56K,"1,339,000원",LG전자,LG그램,별점4.9 / 5,35.6cm(14인치),0.999kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,i5-1155G7,Iris Xe Graphics
285,DELL 인스피론 15 3511 DN3511-UB02KR,"599,000원",DELL,인스피론,별점4.9 / 5,39.62cm(15.6인치),1.73kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i5-1135G7,Iris Xe Graphics
286,삼성전자 갤럭시북 프로 NT950XDC-XC72S,"1,620,850원",삼성전자,갤럭시북 프로,별점4.8 / 5,39.62cm(15.6인치),1.15kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i7-1165G7,Iris Xe Graphics
287,HP OMEN 16-b1033TX,"2,499,000원",HP,HP,별점4.9 / 5,40.89cm(16.1인치),2.3kg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2560x1440(QHD),16GB,i7-12700H,지포스 RTX3070Ti
288,LG전자 그램15 15ZD90P-GX56K,"1,346,800원",LG전자,그램15,별점4.8 / 5,39.6cm(15.6인치),1.12kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i5-1135G7,Iris Xe Graphics
289,Apple 맥북 에어 2022년 M2 8코어 CPU 및 8코어 GPU 256G 실버 (MLXY3KH/A),"1,554,800원",Apple,Apple,별점4.7 / 5,34.5cm(13.6인치),1.24kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560X1664,8GB,M2,M2
290,LG전자 LG그램 14Z95P-GA56K,"1,478,850원",LG전자,LG그램,별점4.8 / 5,35.6cm(14인치),0.999kg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1200(WUXGA),16GB,i5-1155G7,Iris Xe Graphics
291,레노버 씽크패드 X1 카본 G10 21CBS00100,"1,899,000원",레노버,씽크패드,별점5.0 / 5,35.56cm(14인치),1.12kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,i5-1240P,Iris Xe Graphics
292,삼성전자 갤럭시북2 프로 NT950XEE-XL51G,"1,760,000원",삼성전자,갤럭시북2 프로,별점5.0 / 5,39.62cm(15.6인치),1.17kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i5-1240P,ARC A350M
293,삼성전자 갤럭시북 이온2 NT950XDZ-G58AW,"1,349,990원",삼성전자,갤럭시북 이온2,별점4.9 / 5,39.62cm(15.6인치),1.26kg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i5-1135G7,지포스 MX450
294,삼성전자 갤럭시북 프로360 NT950QDB-KC72S,"1,556,420원",삼성전자,갤럭시북 프로360,별점4.8 / 5,39.62cm(15.6인치),1.39kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i7-1165G7,Iris Xe Graphics
295,LG전자 17Z90Q-EA7WK,"2,479,180원",LG전자,-,별점5.0 / 5,43.1cm(17인치),1.44kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i7-1260P,Iris Xe Graphics
296,삼성전자 갤럭시북2 NT750XED-KC38S,"969,660원",삼성전자,갤럭시북2,별점5.0 / 5,39.62cm(15.6인치),1.57kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i3-1215U,UHD Graphics
297,삼성전자 갤럭시북 NT750XDZ-A51AS,"898,000원",삼성전자,갤럭시북,별점4.8 / 5,38.10cm(15인치),1.55kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,i5-1135G7,Iris Xe Graphics
298,LG전자 그램360 16TD90P-GX7DK,"1,529,000원",LG전자,그램360,별점4.9 / 5,40.6cm(16인치),1.48kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2560x1600(WQXGA),16GB,i7-1165G7,Iris Xe Graphics
299,LG전자 그램15 15ZD90P-GX50K,"1,347,990원",LG전자,그램15,별점4.9 / 5,39.6cm(15.6인치),1.12kg,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i5-1135G7,Iris Xe Graphics
300,엠피지오 블랙제트 MLNT150111,"702,050원",엠피지오,엠피지오,별점5.0 / 5,39.62cm(15.6인치),1.8kg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1920x1080(FHD),8GB,i5-1135G7,Iris Xe Graphics
301,LG전자 그램15 15Z90Q-GA5LK,"1,599,980원",LG전자,그램15,별점4.8 / 5,39.6cm(15.6인치),1.14kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i5-1240P,Iris Xe Graphics
302,한성컴퓨터 TFX7240P,"1,049,000원",한성컴퓨터,한성컴퓨터,별점4.9 / 5,43.94cm(17.3인치),2kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i5-1240P,Iris Xe Graphics
303,DELL G15 DG5520-WH04KR,"1,915,000원",DELL,-,별점5.0 / 5,39.62cm(15.6인치),2.67kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i7-12700H,Iris Xe Graphics
304,LG전자 그램16 16Z90P-GA56K,"1,506,500원",LG전자,그램16,별점4.9 / 5,40.6cm(16인치),"1,19kg",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,i5-1135G7,Iris Xe Graphics
305,ASUS ROG Flow X13 GV301RA-LJ039W,"1,498,010원",ASUS,ROG,별점4.9 / 5,34.03cm(13.4인치),1.3kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,6800HS,라데온 680M
306,ASUS 비보북프로 15 K3500PC-KJ153,"999,000원",ASUS,비보북프로,별점4.8 / 5,39.62cm(15.6인치),1.65kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i5-11300H,Iris Xe Graphics
307,LG전자 LG그램 17ZD95P-GX5LK,"1,375,990원",LG전자,LG그램,별점4.8 / 5,43.18cm(17인치),1.35kg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i5-1155G7,Iris Xe Graphics
308,LG전자 그램360 14TD90P-GX30K,"1,179,910원",LG전자,그램360,별점4.9 / 5,35.5cm(14인치),1.25kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,i3-1115G4,UHD Graphics
309,삼성전자 갤럭시북 프로360 NT935QDB-KC71S,"1,949,000원",삼성전자,갤럭시북 프로360,별점4.8 / 5,33.78cm(13.3인치),1.07kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i7-1160G7,Iris Xe Graphics
310,LG전자 그램17 17ZD90P-GX5LK,"1,399,000원",LG전자,그램17,별점4.9 / 5,43.1cm(17인치),1.35kg,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i5-1135G7,Iris Xe Graphics
311,레노버 씽크패드 X1 카본 G10 21CBS00200,"2,699,000원",레노버,씽크패드,별점4.9 / 5,35.56cm(14인치),1.12kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3840x2400(4K UHD),32GB,i7-1260P,Iris Xe Graphics
312,LG전자 그램17 17ZD90P-GX7TK,"1,383,990원",LG전자,그램17,별점4.9 / 5,43.1cm(17인치),1.35kg,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i7-1165G7,Iris Xe Graphics
313,LG전자 LG그램 14ZD95P-GX30K,"1,093,660원",LG전자,LG그램,별점4.8 / 5,35.56cm(14인치),0.999kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,i3-1115G4,UHD Graphics
314,LG전자 그램360 16T90P-GA7DK,"1,668,990원",LG전자,그램360,별점4.8 / 5,40.6cm(16인치),1.48kg,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2560x1600(WQXGA),16GB,i7-1165G7,Iris Xe Graphics
315,HP 14s-fq2020AU,"478,510원",HP,HP,별점4.8 / 5,35.56cm(14인치),1.46kg,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1920x1080(FHD),8GB,5625U,라데온 Graphics
316,LG전자 그램15 15ZD990-LX10K,"759,000원",LG전자,그램15,별점4.7 / 5,39.62cm(15.6인치),1.09kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,G5405U,UHD610
317,LG전자 울트라PC 엣지 16U70Q-HA76K,"1,467,990원",LG전자,울트라PC 엣지,별점4.6 / 5,40.6cm(16인치),1.47kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,5825U,라데온 Graphics
318,삼성전자 갤럭시북 플렉스2 NT930QCA-KC71S,"1,699,000원",삼성전자,갤럭시북 플렉스2,별점4.8 / 5,33.7cm(13.3인치),1.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i7-1165G7,Iris Xe Graphics
319,LG전자 울트라PC 15U50P-KR56K,"945,850원",LG전자,울트라PC,별점4.8 / 5,39.62cm(15.6인치),1.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1080(FHD),8GB,i5-1135G7,지포스 MX450
320,레노버 Slim7 Pro 14ACH R5 MX450 2.2K DOS,"1,160,140원",레노버,레노버,별점4.8 / 5,35.56cm(14인치),1.3kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2240x1400,16GB,5600HS,지포스 MX450
321,레노버 아이디어패드 Slim3-15IAU 5D,"649,000원",레노버,아이디어패드,별점4.9 / 5,39.62cm(15.6인치),1.63kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i5-1235U,Iris Xe Graphics
322,삼성전자 갤럭시북 프로360 NT950QDB-KC52S,"1,598,000원",삼성전자,갤럭시북 프로360,별점4.6 / 5,39.62cm(15.6인치),1.39kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,i5-1135G7,Iris Xe Graphics
323,LG전자 울트라PC 13U70Q-GR36K,"699,000원",LG전자,울트라PC,별점4.8 / 5,33.78cm(13.3인치),0.98kg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,5300U,라데온 Graphics
324,HP 파빌리온 Aero 13-be1040AU,"699,000원",HP,파빌리온,별점5.0 / 5,33.78cm(13.3인치),0.97kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,5625U,라데온 Graphics
325,Apple 맥북 에어 2022년 M2 8코어 CPU 및 8코어 GPU 256G 실버 (MLXY3KH/A),"1,554,800원",Apple,Apple,별점4.7 / 5,34.5cm(13.6인치),1.24kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560X1664,8GB,M2,M2
326,Apple 맥북 에어 2020년형 M1 256G 골드 (MGND3KH/A),"1,310,000원",Apple,Apple,별점4.9 / 5,33.78cm(13.3인치),1.29kg,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2560x1440(QHD),8GB,M1,M1
327,LG전자 그램14 14Z90P-GA56K,"1,309,060원",LG전자,그램14,별점4.9 / 5,35.5cm(14인치),0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,i5-1135G7,Iris Xe Graphics
328,LG전자 그램17 17ZD90P-GX5BK,"1,378,330원",LG전자,그램17,별점4.9 / 5,43.1cm(17인치),1.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,i5-1135G7,Iris Xe Graphics
329,Apple 맥북 프로 16형 2021년 M1 Pro 10코어 CPU 및 16코어 GPU 1T 스페이스 그레이 (MK193KH/A),"3,341,500원",Apple,Apple,별점4.8 / 5,41.05cm(16.2인치),2.1kg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3456x2234,16GB,M1 Pro,M1 Pro
330,LG전자 울트라PC 15U50P-GA3NK,"699,000원",LG전자,울트라PC,별점4.6 / 5,39.62cm(15.6인치),1.8kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i3-1115G4,UHD Graphics
331,베이직스 베이직북13 2세대 BB1321FW,"385,000원",베이직스,베이직스,별점4.7 / 5,33.02cm(13인치),1.28kg,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1920x1080(FHD),8GB,N4120,셀러론-N4120
332,LG전자 그램15 15ZD90Q-GX30K,"1,338,000원",LG전자,그램15,-,39.6cm(15.6인치),1.14kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i3-1220P,UHD Graphics
333,LG전자 그램360 14TD90Q-GX7GK,"1,847,000원",LG전자,그램360,별점4.5 / 5,35.6cm(14인치),1.23kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,i7-1260P,Iris Xe Graphics
334,LG전자 그램14 14ZD90P-GX30K,"1,049,510원",LG전자,그램14,별점4.9 / 5,35.5cm(14인치),0.999kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,i3-1115G4,UHD Graphics
335,주연테크 L9W37T,"2,099,000원",주연테크,주연테크,별점4.6 / 5,43.94cm(17.3인치),2.8kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1440(QHD),16GB,i7-12700H,지포스 RTX3070Ti
336,삼성전자 갤럭시북 프로 NT930XDB-K71A,"1,829,000원",삼성전자,갤럭시북 프로,별점5.0 / 5,33.7cm(13.3인치),0.87kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,i7-1165G7,Iris Xe Graphics
337,LG전자 LG그램 17Z90Q-GA5LK,"1,901,300원",LG전자,LG그램,별점4.9 / 5,43.18cm(17인치),1.35kg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i5-1240P,Iris Xe Graphics
338,주연테크 젠 L6CF35T,"979,000원",주연테크,주연테크,별점4.9 / 5,39.62cm(15.6인치),2.2kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,5600H,지포스 RTX3050 Ti
339,ASUS 젠북 14X OLED UM5401QA-KN030,"1,292,160원",ASUS,젠북,별점4.9 / 5,35.56cm(14인치),1.4kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2880x1800(WQXGA),16GB,5900HX,라데온 Graphics
340,LG전자 크롬북 11TC50Q-EC10K,"444,270원",LG전자,LG전자,별점5.0 / 5,29.46cm(11.6인치),1.44kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1366x768(FWXGA),4GB,N5100,UHD Graphics
341,LG전자 그램17 17Z90N-VA76K,"1,939,890원",LG전자,그램17,별점4.8 / 5,43.1cm(17인치),1.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i7-1065G7,Iris Plus
342,주연테크 아이언 J6F,"699,000원",주연테크,주연테크,별점4.8 / 5,39.62cm(15.6인치),1.5kg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,4500U,라데온 Graphics
343,ASUS X1502ZA-BQ123,"699,000원",ASUS,ASUS,별점4.5 / 5,39.62cm(15.6인치),1.7kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,i5-1240P,Iris Xe Graphics
344,LG전자 그램16 16ZD90P-GX5TK,"1,259,000원",LG전자,그램16,별점4.8 / 5,40.6cm(16인치),1.19kg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,i5-1135G7,Iris Xe Graphics
345,한성컴퓨터 언더케이지 TFX4470H,"769,000원",한성컴퓨터,한성컴퓨터,별점4.8 / 5,35.56cm(14인치),1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,4800H,라데온 Graphics
346,LG전자 LG그램 14Z95P-GA5LK,"1,529,000원",LG전자,LG그램,별점5.0 / 5,35.6cm(14인치),0.999kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,i5-1155G7,Iris Plus
