,상품명,최저가,제조사,브랜드,평점,화면크기,무게,화면추천,무게추천,디자인추천,색상추천,소음추천,사용성추천,발열추천,해상도,램,CPU,GPU
302,ASUS F17 FX706HEB-HX113,"997,740원",ASUS,-,별점4.9 / 5,43.94cm(17.3인치),2.6kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-11400H,UHD Graphics
303,삼성전자 노트북 플러스 NT550XCR-AD3A,"597,990원",삼성전자,노트북 플러스,별점4.8 / 5,,1.81kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,코어i3-10110U,UHD Graphics
304,MSI Sword GF66 A11UE 화이트,"1,200,000원",MSI,MSI,별점4.6 / 5,39.62cm(15.6인치),2.25kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i7-11800H,RTX3060
305,Apple 맥북 에어 13형 2020년 M1 CTO 256GB (16GB RAM),"1,493,140원",Apple,Apple,별점4.9 / 5,33.78cm(13.3인치),1.29kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2560x1600(WQXGA),16GB,M1,M1
306,레노버 리전 LEGION 5i Pro 16ITH I7 STORM 3060,"1,698,000원",레노버,리전,별점4.6 / 5,40.6cm(16인치),2.6kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i7-11800H,RTX3060
307,LG전자 울트라PC 15UD50N-LX20K,"451,000원",LG전자,울트라PC,별점4.8 / 5,39.62cm(15.6인치),1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,펜티엄-G6405U,UHD Graphics
308,LG전자 울트라PC 엣지 16U70Q-GA56K,"1,238,000원",LG전자,울트라PC 엣지,별점4.8 / 5,40.6cm(16인치),1.6kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,라이젠5-5625U,라데온 Graphics
309,LG전자 그램17 17ZD90N-VX70K,"1,599,990원",LG전자,그램17,별점4.8 / 5,43.1cm(17인치),1.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,코어i7-1065G7,Iris Plus
310,삼성전자 삼성 NT950XED-KC51G,"1,576,820원",삼성전자,삼성,별점4.7 / 5,39.62cm(15.6인치),1.11kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-1240P,Iris Xe Graphics
311,LG전자 울트라PC 15U40N-GA76K,"840,890원",LG전자,울트라PC,별점4.8 / 5,,1.8kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,라이젠7-4700U,라데온 Graphics
312,LG전자 그램360 14T90P-GAF6K,"1,298,990원",LG전자,그램360,별점4.8 / 5,35.5cm(14인치),1.25kg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1200(WUXGA),16GB,코어i5-1135G7,Iris Xe Graphics
313,레노버 아이디어패드 Slim3-15ARE R5,"549,000원",레노버,아이디어패드,별점4.7 / 5,39.62cm(15.6인치),1.65kg,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1920x1080(FHD),4GB,라이젠5-4500U,라데온 Graphics
314,주연테크 리오나인 젠 L8CS37,"1,599,000원",주연테크,주연테크,별점4.8 / 5,43.94cm(17.3인치),2.5kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,라이젠7-5800H,라데온 Vega 7
315,LG전자 LG그램 14ZD95P-GX56K,"1,339,000원",LG전자,LG그램,별점4.9 / 5,35.6cm(14인치),0.999kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,코어i5-1155G7,Iris Xe Graphics
316,DELL 인스피론 15 3511 DN3511-UB02KR,"599,000원",DELL,인스피론,별점4.9 / 5,39.62cm(15.6인치),1.73kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,Iris Xe Graphics
317,LG전자 울트라PC 15UD50P-KX50K,"844,970원",LG전자,울트라PC,별점4.8 / 5,,1.85kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1130G7,지포스 MX450
318,삼성전자 갤럭시북 프로 NT950XDC-XC72S,"1,620,850원",삼성전자,갤럭시북 프로,별점4.8 / 5,39.62cm(15.6인치),1.15kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i7-1165G7,Iris Xe Graphics
319,HP OMEN 16-b1033TX,"2,499,000원",HP,HP,별점4.9 / 5,40.89cm(16.1인치),2.3kg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2560x1440(QHD),16GB,코어i7-12700H,지포스 RTX3070Ti
320,LG전자 그램15 15ZD90P-GX56K,"1,346,800원",LG전자,그램15,별점4.8 / 5,39.6cm(15.6인치),1.12kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-1135G7,Iris Xe Graphics
321,포유디지탈 아이뮤즈 스톰북5 WIN10,"339,000원",포유디지탈,아이뮤즈,별점4.8 / 5,,1.8kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,셀러론-N4020,UHD600
322,Apple 맥북 에어 2022년 M2 8코어 CPU 및 8코어 GPU 256G 실버 (MLXY3KH/A),"1,554,800원",Apple,Apple,별점4.7 / 5,34.5cm(13.6인치),1.24kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560X1664,8GB,M2,M2
323,LG전자 울트라PC 13UD70P-GX30K,"620,000원",LG전자,울트라PC,별점4.9 / 5,,0.98kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,라이젠3-4300U,라데온 Graphics
324,LG전자 LG그램 14Z95P-GA56K,"1,478,850원",LG전자,LG그램,별점4.8 / 5,35.6cm(14인치),0.999kg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1200(WUXGA),16GB,코어i5-1155G7,Iris Xe Graphics
325,레노버 씽크패드 X1 카본 G10 21CBS00100,"1,899,000원",레노버,씽크패드,별점5.0 / 5,35.56cm(14인치),1.12kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,코어i5-1240P,Iris Xe Graphics
326,삼성전자 갤럭시북2 프로 NT950XEE-XL51G,"1,760,000원",삼성전자,갤럭시북2 프로,별점5.0 / 5,39.62cm(15.6인치),1.17kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-1240P,ARC A350M
327,삼성전자 갤럭시북 이온2 NT950XDZ-G58AW,"1,349,990원",삼성전자,갤럭시북 이온2,별점4.9 / 5,39.62cm(15.6인치),1.26kg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,지포스 MX450
328,삼성전자 갤럭시북 프로360 NT950QDB-KC72S,"1,556,420원",삼성전자,갤럭시북 프로360,별점4.8 / 5,39.62cm(15.6인치),1.39kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i7-1165G7,Iris Xe Graphics
329,LG전자 17Z90Q-EA7WK,"2,479,180원",LG전자,-,별점5.0 / 5,43.1cm(17인치),1.44kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i7-1260P,Iris Xe Graphics
330,삼성전자 갤럭시북2 NT750XED-KC38S,"969,660원",삼성전자,갤럭시북2,별점5.0 / 5,39.62cm(15.6인치),1.57kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i3-1215U,UHD Graphics
331,삼성전자 갤럭시북 NT750XDZ-A51AS,"898,000원",삼성전자,갤럭시북,별점4.8 / 5,38.10cm(15인치),1.55kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,코어i5-1135G7,Iris Xe Graphics
332,LG전자 그램360 16TD90P-GX7DK,"1,529,000원",LG전자,그램360,별점4.9 / 5,40.6cm(16인치),1.48kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2560x1600(WQXGA),16GB,코어i7-1165G7,Iris Xe Graphics
333,LG전자 그램15 15ZD90P-GX50K,"1,347,990원",LG전자,그램15,별점4.9 / 5,39.6cm(15.6인치),1.12kg,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,Iris Xe Graphics
334,엠피지오 블랙제트 MLNT150111,"702,050원",엠피지오,엠피지오,별점5.0 / 5,39.62cm(15.6인치),1.8kg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,Iris Xe Graphics
335,LG전자 그램15 15Z90Q-GA5LK,"1,599,980원",LG전자,그램15,별점4.8 / 5,39.6cm(15.6인치),1.14kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-1240P,Iris Xe Graphics
336,한성컴퓨터 TFX7240P,"1,049,000원",한성컴퓨터,한성컴퓨터,별점4.9 / 5,43.94cm(17.3인치),2kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-1240P,Iris Xe Graphics
337,DELL G15 DG5520-WH04KR,"1,915,000원",DELL,-,별점5.0 / 5,39.62cm(15.6인치),2.67kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i7-12700H,Iris Xe Graphics
338,LG전자 그램16 16Z90P-GA56K,"1,506,500원",LG전자,그램16,별점4.9 / 5,40.6cm(16인치),"1,19kg",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,코어i5-1135G7,Iris Xe Graphics
339,ASUS ROG Flow X13 GV301RA-LJ039W,"1,498,010원",ASUS,ROG,별점4.9 / 5,34.03cm(13.4인치),1.3kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,라이젠7-6800HS,라데온 680M
340,ASUS 비보북프로 15 K3500PC-KJ153,"999,000원",ASUS,비보북프로,별점4.8 / 5,39.62cm(15.6인치),1.65kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-11300H,Iris Xe Graphics
341,레노버 아이디어패드 Gaming 3i 15IMH I5 LEGEND PRO DOS,"799,000원",레노버,아이디어패드,별점4.7 / 5,,2.2kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-10300H,지포스 GTX1650 Ti
342,LG전자 LG그램 17ZD95P-GX5LK,"1,375,990원",LG전자,LG그램,별점4.8 / 5,43.18cm(17인치),1.35kg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i5-1155G7,Iris Xe Graphics
343,LG전자 그램360 14TD90P-GX30K,"1,179,910원",LG전자,그램360,별점4.9 / 5,35.5cm(14인치),1.25kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,코어i3-1115G4,UHD Graphics
344,삼성전자 갤럭시북 프로360 NT935QDB-KC71S,"1,949,000원",삼성전자,갤럭시북 프로360,별점4.8 / 5,33.78cm(13.3인치),1.07kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i7-1160G7,Iris Xe Graphics
345,LG전자 그램17 17ZD90P-GX5LK,"1,399,000원",LG전자,그램17,별점4.9 / 5,43.1cm(17인치),1.35kg,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i5-1135G7,Iris Xe Graphics
346,레노버 씽크패드 X1 카본 G10 21CBS00200,"2,699,000원",레노버,씽크패드,별점4.9 / 5,35.56cm(14인치),1.12kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3840x2400(4K UHD),32GB,코어i7-1260P,Iris Xe Graphics
347,LG전자 울트라기어 15UD70P-PX50K,"1,079,000원",LG전자,울트라기어,별점4.9 / 5,,1.85kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,지포스 GTX1650 Ti
348,LG전자 그램17 17ZD90P-GX7TK,"1,383,990원",LG전자,그램17,별점4.9 / 5,43.1cm(17인치),1.35kg,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i7-1165G7,Iris Xe Graphics
349,LG전자 LG그램 14ZD95P-GX30K,"1,093,660원",LG전자,LG그램,별점4.8 / 5,35.56cm(14인치),0.999kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,코어i3-1115G4,UHD Graphics
350,LG전자 그램360 16T90P-GA7DK,"1,668,990원",LG전자,그램360,별점4.8 / 5,40.6cm(16인치),1.48kg,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2560x1600(WQXGA),16GB,코어i7-1165G7,Iris Xe Graphics
351,삼성전자 삼성 NT950QDB-KC71N,"1,520,620원",삼성전자,삼성,별점4.9 / 5,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,코어i7-1165G7,코어i7-1165G7
352,HP 14s-fq2020AU,"478,510원",HP,HP,별점4.8 / 5,35.56cm(14인치),1.46kg,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1920x1080(FHD),8GB,라이젠5-5625U,라데온 Graphics
353,LG전자 그램15 15ZD990-LX10K,"759,000원",LG전자,그램15,별점4.7 / 5,39.62cm(15.6인치),1.09kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,펜티엄-G5405U,UHD610
354,LG전자 울트라PC 엣지 16U70Q-HA76K,"1,467,990원",LG전자,울트라PC 엣지,별점4.6 / 5,40.6cm(16인치),1.47kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,라이젠7-5825U,라데온 Graphics
355,삼성전자 갤럭시북 플렉스2 NT930QCA-KC71S,"1,699,000원",삼성전자,갤럭시북 플렉스2,별점4.8 / 5,33.7cm(13.3인치),1.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i7-1165G7,Iris Xe Graphics
356,LG전자 울트라PC 15U50P-KR56K,"945,850원",LG전자,울트라PC,별점4.8 / 5,39.62cm(15.6인치),1.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,지포스 MX450
357,레노버 Slim7 Pro 14ACH R5 MX450 2.2K DOS,"1,160,140원",레노버,레노버,별점4.8 / 5,35.56cm(14인치),1.3kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2240x1400,16GB,라이젠5-5600HS,지포스 MX450
358,레노버 아이디어패드 Slim3-15IAU 5D,"649,000원",레노버,아이디어패드,별점4.9 / 5,39.62cm(15.6인치),1.63kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1235U,Iris Xe Graphics
359,삼성전자 갤럭시북 프로360 NT950QDB-KC52S,"1,598,000원",삼성전자,갤럭시북 프로360,별점4.6 / 5,39.62cm(15.6인치),1.39kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-1135G7,Iris Xe Graphics
360,LG전자 울트라PC 13U70Q-GR36K,"699,000원",LG전자,울트라PC,별점4.8 / 5,33.78cm(13.3인치),0.98kg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,라이젠3-5300U,라데온 Graphics
361,HP 파빌리온 Aero 13-be1040AU,"699,000원",HP,파빌리온,별점5.0 / 5,33.78cm(13.3인치),0.97kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,라이젠5-5625U,라데온 Graphics
362,Apple 맥북 에어 2022년 M2 8코어 CPU 및 8코어 GPU 256G 실버 (MLXY3KH/A),"1,554,800원",Apple,Apple,별점4.7 / 5,34.5cm(13.6인치),1.24kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560X1664,8GB,M2,M2
363,Apple 맥북 에어 2020년형 M1 256G 골드 (MGND3KH/A),"1,310,000원",Apple,Apple,별점4.9 / 5,33.78cm(13.3인치),1.29kg,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2560x1440(QHD),8GB,M1,M1
364,LG전자 그램14 14Z90P-GA56K,"1,309,060원",LG전자,그램14,별점4.9 / 5,35.5cm(14인치),0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,코어i5-1135G7,Iris Xe Graphics
365,LG전자 그램17 17ZD90P-GX5BK,"1,378,330원",LG전자,그램17,별점4.9 / 5,43.1cm(17인치),1.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,코어i5-1135G7,Iris Xe Graphics
366,Apple 맥북 프로 16형 2021년 M1 Pro 10코어 CPU 및 16코어 GPU 1T 스페이스 그레이 (MK193KH/A),"3,341,500원",Apple,Apple,별점4.8 / 5,41.05cm(16.2인치),2.1kg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3456x2234,16GB,M1 Pro,M1 Pro
367,레노버 V15 GEN2-82KD000VKR,"556,980원",레노버,레노버,별점4.8 / 5,,1.7kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,라이젠7-5700U,라데온 Graphics
368,LG전자 울트라PC 15U50P-GA3NK,"699,000원",LG전자,울트라PC,별점4.6 / 5,39.62cm(15.6인치),1.8kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i3-1115G4,UHD Graphics
369,베이직스 베이직북13 2세대 BB1321FW,"385,000원",베이직스,베이직스,별점4.7 / 5,33.02cm(13인치),1.28kg,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1920x1080(FHD),8GB,셀러론-N4120,셀러론-N4120
370,삼성전자 노트북7 NT750XBV-A39A,"899,000원",삼성전자,노트북7,별점4.8 / 5,,1.69kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i3-8145U,UHD620
371,LG전자 그램15 15ZD90Q-GX30K,"1,338,000원",LG전자,그램15,-,39.6cm(15.6인치),1.14kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i3-1220P,UHD Graphics
372,LG전자 울트라PC 15UD50N-GX50K,"855,600원",LG전자,울트라PC,별점4.8 / 5,,1.75kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-10210U,UHD Graphics
373,LG전자 그램360 14TD90Q-GX7GK,"1,847,000원",LG전자,그램360,별점4.5 / 5,35.6cm(14인치),1.23kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,코어i7-1260P,Iris Xe Graphics
374,LG전자 그램14 14ZD90P-GX30K,"1,049,510원",LG전자,그램14,별점4.9 / 5,35.5cm(14인치),0.999kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,코어i3-1115G4,UHD Graphics
375,주연테크 L9W37T,"2,099,000원",주연테크,주연테크,별점4.6 / 5,43.94cm(17.3인치),2.8kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2560x1440(QHD),16GB,코어i7-12700H,지포스 RTX3070Ti
376,삼성전자 갤럭시북 프로 NT930XDB-K71A,"1,829,000원",삼성전자,갤럭시북 프로,별점5.0 / 5,33.7cm(13.3인치),0.87kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,코어i7-1165G7,Iris Xe Graphics
377,LG전자 LG그램 17Z90Q-GA5LK,"1,901,300원",LG전자,LG그램,별점4.9 / 5,43.18cm(17인치),1.35kg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i5-1240P,Iris Xe Graphics
378,주연테크 젠 L6CF35T,"979,000원",주연테크,주연테크,별점4.9 / 5,39.62cm(15.6인치),2.2kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,라이젠5-5600H,지포스 RTX3050 Ti
379,ASUS 젠북 14X OLED UM5401QA-KN030,"1,292,160원",ASUS,젠북,별점4.9 / 5,35.56cm(14인치),1.4kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2880x1800(WQXGA),16GB,라이젠9-5900HX,라데온 Graphics
380,LG전자 크롬북 11TC50Q-EC10K,"444,270원",LG전자,LG전자,별점5.0 / 5,29.46cm(11.6인치),1.44kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1366x768(FWXGA),4GB,셀러론-N5100,UHD Graphics
381,LG전자 그램17 17Z90N-VA76K,"1,939,890원",LG전자,그램17,별점4.8 / 5,43.1cm(17인치),1.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i7-1065G7,Iris Plus
382,주연테크 아이언 J6F,"699,000원",주연테크,주연테크,별점4.8 / 5,39.62cm(15.6인치),1.5kg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,라이젠5-4500U,라데온 Graphics
383,삼성전자 오디세이 NT850XCJ-Y78A,"1,499,000원",삼성전자,오디세이,별점4.9 / 5,,2.39kg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1920x1080(FHD),8GB,코어i7-10750H,지포스 RTX2060
384,ASUS X1502ZA-BQ123,"699,000원",ASUS,ASUS,별점4.5 / 5,39.62cm(15.6인치),1.7kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1240P,Iris Xe Graphics
385,LG전자 그램16 16ZD90P-GX5TK,"1,259,000원",LG전자,그램16,별점4.8 / 5,40.6cm(16인치),1.19kg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i5-1135G7,Iris Xe Graphics
386,한성컴퓨터 언더케이지 TFX4470H,"769,000원",한성컴퓨터,한성컴퓨터,별점4.8 / 5,35.56cm(14인치),1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,라이젠7-4800H,라데온 Graphics
387,삼성전자 갤럭시북 프로360 NT950QDB-KC71S,"1,637,970원",삼성전자,갤럭시북 프로360,별점4.9 / 5,,1.39kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920x1080(FHD),16GB,코어i7-1165G7,Iris Xe Graphics
388,LG전자 LG그램 14Z95P-GA5LK,"1,529,000원",LG전자,LG그램,별점5.0 / 5,35.6cm(14인치),0.999kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,코어i5-1155G7,Iris Plus
389,ASUS X515EA-BQ043,"375,780원",ASUS,ASUS,별점4.6 / 5,39.62cm(15.6인치),1.8kg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,코어i3-1115G4,UHD Graphics
390,LG전자 그램14 14Z90Q-GA5LK,"1,598,660원",LG전자,그램14,별점4.8 / 5,35.6cm(14인치),0.999kg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1920x1200(WUXGA),16GB,코어i5-1240P,Iris Xe Graphics
391,LG전자 그램360 16TD90P-GX5DK,"1,216,890원",LG전자,그램360,별점5.0 / 5,40.6cm(16인치),1.48kg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,코어i5-1135G7,Iris Xe Graphics
392,HP Victus 16-e0107AX,"929,000원",HP,HP,별점4.6 / 5,40.6cm(16인치),2.46kg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1920x1080(FHD),8GB,라이젠5-5600H,지포스 RTX3050
393,삼성전자 오디세이 NT850XCJ-XC716,"1,598,990원",삼성전자,오디세이,별점4.8 / 5,,2.39kg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1920x1080(FHD),16GB,코어i7-10750H,지포스 RTX2070 Max-Q
394,LG전자 그램15 15Z95P-GA56K,"1,594,900원",LG전자,그램15,별점4.9 / 5,39.6cm(15.6인치),1.12kg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-1155G7,Iris Xe Graphics
395,ASUS X1603ZA-MB139,"799,000원",ASUS,ASUS,별점5.0 / 5,40.6cm(16인치),1.87kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1200(WUXGA),8GB,코어i5-12500H,Iris Xe Graphics
396,삼성전자 갤럭시북2 프로360 NT950QED-KC51S,"1,818,400원",삼성전자,갤럭시북2 프로360,별점5.0 / 5,39.62cm(15.6인치),1.41kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),16GB,코어i5-1240P,Iris Xe Graphics
397,LG전자 그램360 14TD90P-GX7GK,"1,377,990원",LG전자,그램360,별점4.9 / 5,35.5cm(14인치),1.25kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920x1200(WUXGA),16GB,코어i7-1165G7,Iris Xe Graphics
398,LG전자 그램17 17ZD90N-VX50K,"1,439,980원",LG전자,그램17,별점4.8 / 5,43.1cm(17인치),1.35,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),8GB,코어i5-1035G7,Iris Plus
399,삼성전자 갤럭시북 NT755XDA-K58AS,"999,000원",삼성전자,갤럭시북,별점5.0 / 5,,1.55kg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,Iris Xe Graphics
400,삼성전자 갤럭시북 프로360 NT950QDB-KC59S,"1,418,400원",삼성전자,갤럭시북 프로360,별점5.0 / 5,39.62cm(15.6인치),1.39kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,Iris Xe Graphics
401,LG전자 16Z90Q-EA7WK,"2,250,000원",LG전자,LG전자,별점4.7 / 5,40.6cm(16인치),1.285kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,코어i7-1260P,RTX2050
402,LG전자 울트라PC 엣지 16U70Q-HA56K,"1,308,000원",LG전자,울트라PC 엣지,별점4.8 / 5,40.6cm(16인치),1.47kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560x1600(WQXGA),16GB,라이젠5-5625U,라데온 Graphics
403,ASUS G15 GA503RM-HQ049,"1,888,900원",ASUS,-,별점4.9 / 5,39.62cm(15.6인치),1.9kg,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2560x1440(QHD),16GB,라이젠7-6800HS,RTX3060
404,마이크로소프트 서피스 프로8 8PX-00030,"2,325,000원",마이크로소프트,서피스,별점4.7 / 5,33.02cm(13인치),0.891kg,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2880x1920,16GB,코어i7-1185G7,Iris Xe Graphics
405,삼성전자 노트북 플러스 NT550XCR-AD2A,"548,990원",삼성전자,노트북 플러스,별점4.8 / 5,,1.81kg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1920x1080(FHD),4GB,펜티엄-G6405U,UHD Graphics
406,LG전자 울트라PC 15U50P-KR5SK,"943,800원",LG전자,울트라PC,별점4.6 / 5,39.62cm(15.6인치),1.85kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920x1080(FHD),8GB,코어i5-1135G7,지포스 MX450
407,한성컴퓨터 TFX3412N,"459,000원",한성컴퓨터,한성컴퓨터,별점4.8 / 5,33.78cm(13.3인치),1.3kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920x1080(FHD),8GB,셀러론-N4120,UHD600
